BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,STREET_NAME,FORMATTED_ADDRESS
Brokered by PK Property Solutions,House for sale,"43,471,392",4,3,"1,681.77","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Neththaru Property,Villa for sale,"37,525,226",5,4,"3,775.04","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Dream Property,House for sale,"33,315,126",3,2,"1,537.99","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Neththaru Property,House for sale,"57,304,495",3,4,"3,561.77","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Ideal Marketing,House for sale,"64,469,491",4,4,"3,248.10","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"38,939,277",4,4,"3,241.82","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Sasiri Land Sale,House for sale,"46,843,026",4,3,"1,637.72","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Property Advertising,House for sale,"11,399,183",2,2,"1,396.90","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"73,177,465",5,3,"3,484.18","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by AP Lands And Housing Service,Villa for sale,"82,868,023",4,2,"3,213.00","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Colombo Property Holdings,Villa for sale,"84,164,221",5,5,"2,548.96","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Citadel Trading ,House for sale,"31,265,987",2,2,"1,710.12","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by SEV Real Estate,House for sale,"29,881,925",4,3,"3,661.86","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by S Thedas Property,House for sale,"62,412,350",3,3,"2,287.78","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by PK Property Solutions,House for sale,"46,500,000",4,2,"2,335.00","Serene Court, Vihara Mawatha, Kaduwela",Colombo,"Serene Court, Vihara Mawatha, Kaduwela",Colombo,Kaduwela,Vihara Mawatha,"Serene Court, Vihara Mawatha, Kaduwela"
Brokered by S Threads Property,House for sale,"69,621,087",1,1,"1,551.21","Pamankada, Colombo",Colombo,Pamankada,Colombo,Pamankada,,"Pamankada, Colombo"
Brokered by S Thedas Property,House for sale,"30,897,633",4,4,"2,739.74","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Mohammed Rizmi,House for sale,"32,618,882",4,5,"3,606.11","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by S Thedas Property,House for sale,"104,833,990",3,2,"4,348.49","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by S Thedas Property,House for sale,"9,691,157",1,1,"1,187.60","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"68,976,840",3,3,"1,536.86","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Lakshan Rent House,House for sale,"147,209,923",4,4,"3,279.95","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"82,934,176",3,4,"4,239.82","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"42,075,841",4,2,"2,394.89","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Real Mart,House for sale,"17,456,939",2,1,"1,146.58","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Asantha Real Estate,House for sale,"178,742,708",6,3,"3,982.53","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Wasana Homes and Lands,House for sale,"115,071,617",4,5,"2,780.84","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Sithara Pavithra,Villa for sale,"24,715,673",5,3,"2,676.40","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"40,607,082",5,3,"2,553.46","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Colombo Property Holdings,House for sale,"30,024,198",1,1,"2,047.19","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Daraa Salam Properties,House for sale,"74,883,209",8,6,"4,212.18","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Asitha Properties,House for sale,"123,232,390",6,4,"4,782.88","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Dream Consultant,House for sale,"23,269,807",3,2,"1,263.00","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by SEV Real Estate,House for sale,"316,963,177",6,5,"7,062.18","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by S Threads Property,House for sale,"86,022,945",8,6,"4,825.83","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"13,876,174",3,2,"1,700.45","Kottawa, Colombo",Colombo,Kottawa,Colombo,Kottawa,,"Kottawa, Colombo"
Brokered by Asantha Real Estate,House for sale,"100,857,482",4,4,"3,416.80","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"83,995,003",5,3,"5,129.23","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Property Management Company,House for sale,"95,965,037",4,4,"4,112.62","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Prime Lands,House for sale,"37,678,570",3,2,"3,112.40","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Sasiri Land Sale,House for sale,"30,380,977",4,3,"1,625.83","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by The King of SL Property,House for sale,"61,087,413",5,5,"3,056.13","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Asitha Properties,House for sale,"16,747,503",3,3,"1,207.69","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Telemarketing Colombo,Villa for sale,"88,824,830",6,6,"5,266.21","Nawala, Colombo",Colombo,Nawala,Colombo,Nawala,,"Nawala, Colombo"
Brokered by Property Advertising,House for sale,"74,415,857",4,4,"1,658.04","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by Lakshan Rent House,House for sale,"41,585,419",4,5,"1,136.46","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by PEO Lands Real Estate,House for sale,"17,300,155",2,2,"1,109.51","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Propertydeal.lk,House for sale,"229,345,430",5,5,"5,109.99","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by DJ Luxury Realty,House for sale,"21,193,482",4,3,"1,379.72","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Colombo Property Holdings,House for sale,"46,678,432",2,3,"2,026.10","Piliyandala, Colombo",Colombo,Piliyandala,Colombo,Piliyandala,,"Piliyandala, Colombo"
Brokered by S Threads Property,House for sale,"24,537,445",2,2,"1,084.30","Makumbura, Colombo",Colombo,Makumbura,Colombo,Makumbura,,"Makumbura, Colombo"
Brokered by Dilruwan Real Estate,House for sale,"161,356,494",5,5,"3,595.15","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by PK Property Solutions,House for sale,"100,707,261",3,3,"4,490.61","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"30,353,030",4,2,"2,677.22","Piliyandala, Colombo",Colombo,Piliyandala,Colombo,Piliyandala,,"Piliyandala, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"12,569,854",2,2,896,"Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"38,090,547",2,2,"1,164.77","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Dream Property,House for sale,"70,458,612",4,4,"3,025.95","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Infinity Properties,House for sale,"13,774,697",2,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by AA Real Estate Agents,House for sale,"81,435,491",5,5,"5,174.41","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Citadel Trading ,House for sale,"38,940,316",4,3,983.41,"Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Mohammed Rizmi,House for sale,"58,353,338",4,3,"3,907.13","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Sasiri Land Sale,House for sale,"29,213,697",3,2,"2,610.58","Boralesgamuwa, Colombo",Colombo,Boralesgamuwa,Colombo,Boralesgamuwa,,"Boralesgamuwa, Colombo"
Brokered by Dream Homes Real Estate Property,House for sale,"37,093,268",4,3,"4,545.57","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by Dream Consultant,House for sale,"64,000,000",4,3,"3,000.00","Madiwela, Kotte",Colombo,"Madiwela, Pita Kotte",Colombo,Pitakotte,,"Madiwela, Kotte"
Brokered by Property Advertising,House for sale,"51,000,000",3,2,"3,000.00","Kalalgoda, Thalawathugoda",Colombo,"Kalalgoda, Thalawathugoda",Colombo,Thalawathugoda,,"Kalalgoda, Thalawathugoda"
Brokered by Dream Consultant,House for sale,"13,801,018",3,2,"1,457.01","Kesbewa, Colombo",Colombo,Kesbewa,Colombo,Kesbewa,,"Kesbewa, Colombo"
Brokered by Real Mart,House for sale,"9,221,102",3,2,896,"Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by KP Agasthi Property,House for sale,"18,667,880",4,3,"1,621.49","Athurugiriya, Colombo",Colombo,Athurugiriya,Colombo,Athurugiriya,,"Athurugiriya, Colombo"
Brokered by Citadel Trading ,House for sale,"111,556,339",5,4,"3,395.95","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by ZamZam Properties Pvt Ltd,House for sale,"61,655,315",5,3,"2,539.70","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Asantha Real Estate,Villa for sale,"65,981,335",6,5,"4,139.48","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
No broker,House for sale,"13,613,664",4,2,"1,668.28","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by Asantha Real Estate,House for sale,"41,927,409",3,3,"1,989.74","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by SEV Real Estate,House for sale,"160,518,341",5,4,"3,853.26","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by AA Real Estate Agents,House for sale,"29,092,630",3,4,"3,263.33","Makadana, Colombo",Colombo,Makadana,Colombo,Makadana,,"Makadana, Colombo"
Brokered by Dream Property,House for sale,"32,367,194",5,4,"3,966.41","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Mohammed Rizmi,House for sale,"27,057,407",3,2,"2,420.94","Polgasovita, Colombo",Colombo,Polgasovita,Colombo,Polgasovita,,"Polgasovita, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"57,750,000",4,2,"3,900.00","Abrew Place, Vihara Mawatha, Kolonnawa",Colombo,"Abrew Place, Vihara Mawatha, Kolonnawa",Colombo,Kolonnawa,Vihara Mawatha,"Abrew Place, Vihara Mawatha, Kolonnawa"
Brokered by KP Agasthi Property,House for sale,"12,661,628",4,3,952.26,"Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Sasiri Land sale,House for sale,"19,030,911",4,3,"2,332.13","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Neththaru Property,House for sale,"13,820,376",3,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"64,800,078",5,3,"3,687.77","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Neththaru Property,House for sale,"26,999,039",3,3,"1,511.26","Athurugiriya, Colombo",Colombo,Athurugiriya,Colombo,Athurugiriya,,"Athurugiriya, Colombo"
Brokered by Sooriya Land Sale,Villa for sale,"82,644,497",5,5,"3,588.38","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Sooriya Land Sale,House for sale,"137,748,986",6,4,"6,007.94","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
Brokered by Platinum Property & Construction,House for sale,"310,347,359",6,5,"6,914.78","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by S Thedas Property,House for sale,"55,882,217",5,4,"3,400.84","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Asitha Properties,House for sale,"140,097,388",8,6,"4,421.60","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brokered by Platinum Property & Construction,House for sale,"76,620,566",8,7,"4,860.57","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by SEV Real Estate,House for sale,"77,539,467",4,4,"3,615.00","Kirulapona, Colombo",Colombo,Kirulapona,Colombo,Kirulapona,,"Kirulapona, Colombo"
Brokered by Neththaru Property,House for sale,"404,819,885",9,6,"9,019.70","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by Propertydeal.lk,House for sale,"36,645,143",5,4,"2,139.03","Wellampitiya, Colombo",Colombo,Wellampitiya,Colombo,Wellampitiya,,"Wellampitiya, Colombo"
Brokered by Propertydeal.lk,House for sale,"121,662,134",3,4,"3,042.58","Kohuwala, Colombo",Colombo,Kohuwala,Colombo,Kohuwala,,"Kohuwala, Colombo"
Brokered by Emil Realtors Pvt Ltd,House for sale,"77,850,801",3,3,"3,284.09","Moratuwa, Colombo",Colombo,Moratuwa,Colombo,Moratuwa,,"Moratuwa, Colombo"
Brokered by SEV Real Estate,Villa for sale,"98,501,404",4,3,"4,517.49","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by The King of SL Property,House for sale,"287,263,987",6,5,"8,431.55","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"43,021,754",3,3,"3,034.56","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by Property Advertising,House for sale,"62,086,497",3,3,"3,341.63","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Dream Property,Villa for sale,"82,012,142",4,4,"3,580.66","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Advertising,House for sale,"19,629,176",2,2,"1,245.27","Maththegoda, Colombo",Colombo,Maththegoda,Colombo,Maththegoda,,"Maththegoda, Colombo"
Brokered by AA Real Estate Agents,House for sale,"120,545,591",4,4,"3,390.66","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by BR Property Agents Pvt Ltd,House for sale,"36,727,081",4,3,"2,647.00","Awissawella, Colombo",Colombo,Awissawella,Colombo,Awissawella,,"Awissawella, Colombo"
Brokered by DJ Luxury Realty,House for sale,"71,949,173",5,5,"3,123.02","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Sasiri Land sale,House for sale,"335,959,358",8,5,"8,811.15","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by Sell Fast | AD Zone,House for sale,"258,474,000",7,6,"5,759.00","Mount Lavinia, Colombo",Colombo,Mount Lavinia,Colombo,Mount Lavinia,,"Mount Lavinia, Colombo"
Brokered by Sithara Pavithra,House for sale,"32,792,407",5,5,"3,467.16","Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Real Mart,House for sale,"112,010,646",4,4,"4,526.88","Pitakotte, Colombo",Colombo,Pitakotte,Colombo,Pitakotte,,"Pitakotte, Colombo"
Brokered by Priyankara Kavirathna,House for sale,"34,022,417",3,3,"2,676.52","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by SEV Real Estate,House for sale,"109,255,620",5,4,"4,142.58","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Citadel Trading ,House for sale,"41,581,646",5,4,"3,447.20","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Citadel Trading ,House for sale,"13,261,365",2,2,896,"Kolonnawa, Colombo",Colombo,Kolonnawa,Colombo,Kolonnawa,,"Kolonnawa, Colombo"
Brokered by Asitha Properties,House for sale,"168,971,754",4,4,"3,764.82","Nugegoda, Colombo",Colombo,Nugegoda,Colombo,Nugegoda,,"Nugegoda, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"73,892,219",7,4,"3,891.01","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Property Advertising,House for sale,"14,093,344",1,2,896,"Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Citadel Trading ,House for sale,"44,464,120",4,3,"3,629.16","Malabe, Colombo",Colombo,Malabe,Colombo,Malabe,,"Malabe, Colombo"
Brokered by Colombo Property Holdings,House for sale,"24,998,735",4,3,"2,798.80","Colombo 8, Colombo",Colombo,Colombo 8,Colombo,Colombo 8,,"Colombo 8, Colombo"
Brokered by Sasiri Land Sale,House for sale,"89,755,004",4,4,"3,918.42","Rathmalana, Colombo",Colombo,Rathmalana,Colombo,Rathmalana,,"Rathmalana, Colombo"
Brrokered by Priyankara Kavirathna,House for sale,"24,360,284",4,3,"2,726.42","Pannipitiya, Colombo",Colombo,Pannipitiya,Colombo,Pannipitiya,,"Pannipitiya, Colombo"
Brokered by Neththaru Property,House for sale,"100,314,308",5,5,"2,235.08","Colombo 6, Colombo",Colombo,Colombo 6,Colombo,Colombo 6,,"Colombo 6, Colombo"
Brokered by S Thedas Property,House for sale,"88,833,261",5,5,"3,535.56","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by Infinity Properties,House for sale,"11,050,958",2,1,"1,354.23","Padukka, Colombo",Colombo,Padukka,Colombo,Padukka,,"Padukka, Colombo"
Brokered by Idea Property and Real Estate,House for sale,"139,797,005",6,5,"3,990.69","Bambalapitiya , Colombo",Colombo,Bambalapitiya ,Colombo,Bambalapitiya ,,"Bambalapitiya , Colombo"
Brokered by Sell Fast | AD Zone,Villa for sale,"73,599,879",5,5,"3,744.62","Thalawathugoda, Colombo",Colombo,Thalawathugoda,Colombo,Thalawathugoda,,"Thalawathugoda, Colombo"
Brokered by Property Management Company,Villa for sale,"41,965,783",3,2,"2,489.12","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Property Solutions,House for sale,"28,487,617",3,3,"3,435.08","Kaduwela, Colombo",Colombo,Kaduwela,Colombo,Kaduwela,,"Kaduwela, Colombo"
Brokered by Property Advertising,House for sale,"46,609,405",4,3,"2,317.46","Homagama, Colombo",Colombo,Homagama,Colombo,Homagama,,"Homagama, Colombo"
Brokered by Asantha Real Estate,House for sale,"30,076,531",3,3,"1,332.97","Maharagama, Colombo",Colombo,Maharagama,Colombo,Maharagama,,"Maharagama, Colombo"
Brokered by SEV Real Estate,House for sale,"239,042,389",4,4,"5,326.05","Colombo 7, Colombo",Colombo,Colombo 7,Colombo,Colombo 7,,"Colombo 7, Colombo"
Brokered by S Threads Property,House for sale,"125,210,043",4,3,"4,221.33","Dehiwala, Colombo",Colombo,Dehiwala,Colombo,Dehiwala,,"Dehiwala, Colombo"
Brokered by AP Lands And Housing Service,House for sale,"48,671,933",4,4,"2,475.60","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
No broker,House for sale,"77,512,009",4,3,"2,922.33","Battaramulla, Colombo",Colombo,Battaramulla,Colombo,Battaramulla,,"Battaramulla, Colombo"
